href,ID,location,ethnicity,sex,age,age group,education,community type,accent
https://search.library.wisc.edu/digital/A5WCKAUWE4SZUE8S,NC046,"['Chapel Hill', 'North Carolina']",White,male,52,(middle-aged),college,small city,South
https://search.library.wisc.edu/digital/AHNE34ADFR5YL383,NC047,"['Chapel Hills', 'North Carolina']",White,female,33,(young),college,small city,South
https://search.library.wisc.edu/digital/AHAWMRQR5KWDIA8T,NC052,"['Gastonia', 'North Carolina']",White,male,70,(old),high school,small city,South
https://search.library.wisc.edu/digital/A2X6SUVCT6G76N8N,NC053,"['Brasstown', 'North Carolina']",White,male,16,(young),8th grade,rural,South
https://search.library.wisc.edu/digital/AYQUXEBRQSBIPC8W,NC055,"['Brasstown', 'North Carolina']",White,female,72,(old),7th grade,rural,South
https://search.library.wisc.edu/digital/AFUYW7TSIAJOZD82,NC056,"['Kitty Hawk', 'North Carolina']",,,,,,,South
https://search.library.wisc.edu/digital/AISVNU73SPREN48T,NC057,"['Kitty Hawk', 'North Carolina']",,,,,,,South
https://search.library.wisc.edu/digital/AYYS7MQUHWXPQ39E,NC058,"['Roanoke Island', 'North Carolina']",,,,,,,South
https://search.library.wisc.edu/digital/ATXAL75UZ2A6O38L,NC059,"['Roanoke Island', 'North Carolina']",,,,,,,South
https://search.library.wisc.edu/digital/AZ537BOGVEDMIQ8Q,NC060,"['Buxton (Cape Hattaras)', 'North Carolina']",White,female,80,(old),high school,rural,South
https://search.library.wisc.edu/digital/APLEACQB2EFZ7K8M,NC062,"['Hillsborough', 'North Carolina']",White,male,62,(old),college,village,South
https://search.library.wisc.edu/digital/AE3CB7FYYXXV5F85,NC065,"['Hatteras', 'North Carolina']",White,male,86,(old),some schooling,rural,South
https://search.library.wisc.edu/digital/ARIUTTPN5S6OBN87,NC066,"['Hillsborough', 'North Carolina']",Black,female,60,(old),college,village,South
https://search.library.wisc.edu/digital/A2JAGSC7JYBMDA8C,NC068,"['Seagrove', 'North Carolina']",White,male,52,(middle-aged),7th grade,rural,South
https://search.library.wisc.edu/digital/AHCMPMGJJM4M368S,NC071,"['Salisbury', 'North Carolina']",White,male,53,(middle-aged),college,small city,South
https://search.library.wisc.edu/digital/AQCGQMKDZXDZSO8V,NC072,"['Salisbury', 'North Carolina']",White,male,65,(old),some high school,small city,South
https://search.library.wisc.edu/digital/ACUM4MMDGKZD5D8E,NC074,"['Robbins', 'North Carolina']",White,male,30,(young),grade school,rural,South
https://search.library.wisc.edu/digital/AKWA77LHDWDALY9C,NC076,"['Salvo-Waves-Rodanthe', 'North Carolina']",White,male,24,(young),high school,rural,South
https://search.library.wisc.edu/digital/APRXXQHRIHTCTV9B,NC083,"['Elizabeth City', 'North Carolina']",Black,female,88,(old),some college,small city,South
https://search.library.wisc.edu/digital/AGYVLAABQX3FL787,NC084,"['Elizabeth City', 'North Carolina']",Black,female,58,(middle-aged),9th grade,small city,South
https://search.library.wisc.edu/digital/AD6NDYUUSPB5XJ8P,NC085,"['Elizabeth City', 'North Carolina']",Black,male,52,(middle-aged),7th grade,small city,South
https://search.library.wisc.edu/digital/AKOIIKOO3VIKRC8E,NC086,"['Elizabeth City', 'North Carolina']",Black,female,68,(old),college with graduate work,small city,South
https://search.library.wisc.edu/digital/AX74KJFNKVR2XN84,NC088,"['Princeville', 'North Carolina']",Black,female,60,(old),college,rural,South
https://search.library.wisc.edu/digital/AIFUGXPPLMQNNY8K,NC089,"['Princeville', 'North Carolina']",Black,female,20,(young),college,rural,South
https://search.library.wisc.edu/digital/AEABJH2ZRJ7VCH8Y,ND001,"['Mandan', 'North Dakota']",White,male,75,(old),8th grade,rural,North Central
https://search.library.wisc.edu/digital/AN2O2VT6XY66ES84,ND003,"['Walhalla', 'North Dakota']",White,male,60,(old),7th grade,rural,North Central
https://search.library.wisc.edu/digital/AKF6VAL4IB2OXF82,ND009,"['Stanley', 'North Dakota']",White,male,54,(middle-aged),some high school,village,North Central
https://search.library.wisc.edu/digital/AFB5Z5QAXMG2DX8C,ND010,"['Stanley', 'North Dakota']",White,female,57,(middle-aged),high school,village,North Central
https://search.library.wisc.edu/digital/AUZGTXZ52ZCTDG8C,NE001,"['Bassett', 'Nebraska']",White,male,60,(old),8th grade,village,North
https://search.library.wisc.edu/digital/AIKPNIXRIU7AYT87,NE003,"['Aurora', 'Nebraska']",White,female,70,(old),college,village,North
https://search.library.wisc.edu/digital/AEJ42UPIW5S6KU8H,NE006,"['Scottsbluff', 'Nebraska']",White,female,64,(old),college,small city,West
https://search.library.wisc.edu/digital/ASZZMUY7VJNOXR8R,NE009,"['Nebraska City', 'Nebraska']",White,female,61,(old),college,village,Midland
https://search.library.wisc.edu/digital/AH43ISQKZV4ZXR8X,NE011,"['Cambridge', 'Nebraska']",White,female,45,(middle-aged),some college,village,Midland
https://search.library.wisc.edu/digital/AALHVVCP7HNQ268D,NH004,"['Jaffrey', 'New Hampshire']",White,male,70,(old),grade school,village,New England
https://search.library.wisc.edu/digital/AETDBHIZCXAFNC9B,NH005,"['Lebanon', 'New Hampshire']",White,male,80,(old),high school,rural,New England
https://search.library.wisc.edu/digital/AILHYAWITE4Y6S9B,NH006,"['Lebanon', 'New Hampshire']",White,female,68,(old),grade school,village,New England
https://search.library.wisc.edu/digital/A6JATO5DBAHSGE8M,NH017,"['Seabrook', 'New Hampshire']",White,female,54,(middle-aged),high school,village,New England
https://search.library.wisc.edu/digital/AZZWVSOA7G5CQU8W,NH018,"['Seabrook', 'New Hampshire']",White,male,30,(young),high school,village,New England
https://search.library.wisc.edu/digital/ANOJUXYIMLGJKF8D,NJ001,"['Newton', 'New Jersey']",White,male,78,(old),high school,village,North
https://search.library.wisc.edu/digital/A363GC6S6SL6ZB9D,NJ002,"['Washington', 'New Jersey']",White,female,67,(old),college,village,North
https://search.library.wisc.edu/digital/AYAPVBUWIVKPFK86,NJ003,"['Blairstown', 'New Jersey']",White,female,72,(old),some high school,rural,North
https://search.library.wisc.edu/digital/AIYMOMI3XFJ4FP9A,NJ004,"['Rockaway', 'New Jersey']",White,female,70,(old),high school,village,North
https://search.library.wisc.edu/digital/AO7YDRZA24AB6F9B,NJ005,"['Montague', 'New Jersey']",White,female,60,(old),college,rural,North
https://search.library.wisc.edu/digital/A6RTRGG76BYZ778N,NJ007,"['Montague', 'New Jersey']",White,female,71,(old),some high school,rural,North
https://search.library.wisc.edu/digital/AL2YIARP7GDTTL84,NJ008,"['Andover', 'New Jersey']",White,male,79,(old),some college,rural,North
https://search.library.wisc.edu/digital/A3GS5KPELVYX6I8U,NJ009,"['Long Valley', 'New Jersey']",White,female,79,(old),8th grade,village,North
https://search.library.wisc.edu/digital/AJYOUOT5PCXM2M8R,NJ010,"['Long Valley', 'New Jersey']",White,female,38,(young),some high school,rural,North
https://search.library.wisc.edu/digital/AWBA5QIN5FN42W8H,NJ011,"['Mendham', 'New Jersey']",White,female,72,(old),college,village,North
https://search.library.wisc.edu/digital/AUXVATE5X6QD6T8D,NJ012,"['Mendham', 'New Jersey']",White,female,58,(middle-aged),some high school,village,North
https://search.library.wisc.edu/digital/ALNYR5MU3Y2ZBS8I,NJ013,"['Mendham', 'New Jersey']",White,female,66,(old),college,village,North
https://search.library.wisc.edu/digital/ATTASPDA2WZXRQ82,NJ015,"['Salem', 'New Jersey']",White,female,75,(old),high school,village,Midland
https://search.library.wisc.edu/digital/AQNJTLQ3NOAQ4J8M,NJ017,"['Swedesboro', 'New Jersey']",White,male,72,(old),8th grade,rural,Midland
https://search.library.wisc.edu/digital/A3XGXNMGKTR43G8N,NJ018,"['Swedesboro', 'New Jersey']",White,male,68,(old),some high school,village,Midland
https://search.library.wisc.edu/digital/A75CCEW54UP5QF9C,NJ019,"['Newark', 'New Jersey']",White,female,71,(old),high school,urban,North
https://search.library.wisc.edu/digital/AJI3NXTBU6Q23Q82,NJ020,"['Greenwich', 'New Jersey']",White,female,80,(old),some college,rural,Midland
https://search.library.wisc.edu/digital/ARDUSAWDC2OLUG83,NJ021,"['Greenwich', 'New Jersey']",White,male,64,(old),8th grade,rural,Midland
https://search.library.wisc.edu/digital/A6GIKU66MWYMWV8X,NJ022,"['Cape May Courthouse', 'New Jersey']",,,,,,,Midland
https://search.library.wisc.edu/digital/ATDMOACL7ZG7MO8A,NJ023,"['Cape May Courthouse', 'New Jersey']",White,female,29,(young),some college,village,Midland
https://search.library.wisc.edu/digital/AEZQIPWHVWYRON8D,NJ025,"['Carlstadt', 'New Jersey']",White,male,76,(old),grade school,village,North
https://search.library.wisc.edu/digital/ADQ5PB2RUQEPBH8B,NJ026,"['Carlstadt', 'New Jersey']",White,female,45,(middle-aged),high school,village,North
https://search.library.wisc.edu/digital/A3VEENYT6XGXLH8Q,NJ027,"['Carlstadt', 'New Jersey']",White,male,69,(old),some high school,village,North
https://search.library.wisc.edu/digital/AZIKDG5W3W6JVT8O,NJ028,"['Butler', 'New Jersey']",White,male,76,(old),high school,village,North
https://search.library.wisc.edu/digital/AQ2SHFXD5AR2RC87,NJ030,"['Maplewood', 'New Jersey']",White,female,57,(middle-aged),college,small city,North
https://search.library.wisc.edu/digital/AF2W6OM7A3EPDG8R,NJ032,"['Mays Landing', 'New Jersey']",White,female,71,(old),high school,village,Midland
https://search.library.wisc.edu/digital/AT2KXKJDJ3WRMD8C,NJ033,"['Mays Landing', 'New Jersey']",White,male,68,(old),high school,village,Midland
https://search.library.wisc.edu/digital/ABIHCJWCTU5B2C8Y,NJ034,"['Mays Landing', 'New Jersey']",White,female,29,(young),high school,village,Midland
https://search.library.wisc.edu/digital/AYL46LTG3KSUHN8O,NJ035,"['Bound Brook', 'New Jersey']",White,male,64,(old),high school,small city,North
https://search.library.wisc.edu/digital/ARMYISFYMTEUKF9D,NJ036,"['Bound Brook', 'New Jersey']",White,male,78,(old),college,small city,North
https://search.library.wisc.edu/digital/ALP2KKAABOWKVC82,NJ039,"['Port Republic', 'New Jersey']",White,male,64,(old),high school,rural,Midland
https://search.library.wisc.edu/digital/ANVQRWNKJAB7YU87,NJ040,"['Port Republic', 'New Jersey']",White,female,64,(old),high school,rural,Midland
https://search.library.wisc.edu/digital/A2ZLTEFS3AIIVV8M,NJ042,"['Ringwood', 'New Jersey']",White,female,72,(old),high school,village,North
https://search.library.wisc.edu/digital/A6CRRHHF7UDVCY9A,NJ045,"['Flemington', 'New Jersey']",White,female,58,(middle-aged),high school,village,North
https://search.library.wisc.edu/digital/AGDUWOSQTJSADV8Z,NJ047,"['Flemington', 'New Jersey']",White,female,76,(old),some high school,rural,North
https://search.library.wisc.edu/digital/AYOIFGN2DGU2GT8L,NJ050,"['Pennington', 'New Jersey']",White,male,79,(old),grade school,village,Midland
https://search.library.wisc.edu/digital/AZBQ3OZYTSKDK38J,NJ051,"['Chatsworth', 'New Jersey']",White,male,77,(old),6th grade,rural,Midland
https://search.library.wisc.edu/digital/ABGQ5T2C5A4SHY87,NJ054,"['Mt. Holly', 'New Jersey']",White,male,52,(middle-aged),college,small city,Midland
https://search.library.wisc.edu/digital/ABJNNRCT6DJOPU9B,NJ055,"['Barnegat', 'New Jersey']",White,male,72,(old),college,rural,Midland
https://search.library.wisc.edu/digital/AN5SP2K7UX53FY87,NJ060,"['Glassboro', 'New Jersey']",White,male,58,(middle-aged),8th grade,small city,Midland
https://search.library.wisc.edu/digital/AEQCEJYC5UKRSE8H,NJ062,"['Glassboro', 'New Jersey']",,,,,,,Midland
https://search.library.wisc.edu/digital/ACJV6LLS6H7TN585,NJ064,"['Chatham Township', 'New Jersey']",White,male,82,(old),some high school,village,North
https://search.library.wisc.edu/digital/AUDLM3U2RBBTFU8H,NJ065,"['Madison', 'New Jersey']",White,male,85,(old),high school,rural,North
https://search.library.wisc.edu/digital/AV5K7BTQZJTIO78D,NJ067,"['Asbury Park', 'New Jersey']",Black,female,72,(old),8th grade,small city,Midland
https://search.library.wisc.edu/digital/ACLQERSVCV4KAN8I,NJ068,"['Asbury Park', 'New Jersey']",Black,female,61,(old),6th grade,small city,Midland
https://search.library.wisc.edu/digital/AZU2P67XLIT6VZ9B,NJ069,"['Trenton', 'New Jersey']",Black,male,64,(old),grade school,large city,Midland
https://search.library.wisc.edu/digital/A5FUXW5EUB5P7Q8F,NJ070,"['Trenton', 'New Jersey']",Black,male,46,(middle-aged),college,large city,Midland
https://search.library.wisc.edu/digital/A65HEN2CHN4NYN8H,NM002,"['Roswell', 'New Mexico']",White,female,81,(old),grade school,rural,South
https://search.library.wisc.edu/digital/AKHLIVPVUEG4IZ8K,NM003,"['Roswell', 'New Mexico']",White,male,71,(old),grade school,rural,South
https://search.library.wisc.edu/digital/ATVLCRRGMLYV5U8O,NM005,"['Las Vegas', 'New Mexico']",White,female,70,(old),high school,small city,West
https://search.library.wisc.edu/digital/APEJIS2HKNL66D8H,NM006,"['Las Vegas', 'New Mexico']",White,male,74,(old),grade school,small city,West
https://search.library.wisc.edu/digital/A3XSP2VW7PZTCR8T,NM007,"['Las Vegas', 'New Mexico']",White,female,72,(old),high school,small city,West
https://search.library.wisc.edu/digital/AR2EGRIUTKDPNY8Z,NM008,"['Kirtland', 'New Mexico']",White,female,67,(old),grade school,rural,West
https://search.library.wisc.edu/digital/A7KZEV5TZ364G28R,NM009,"['Kirtland', 'New Mexico']",White,female,65,(old),grade school,rural,West
https://search.library.wisc.edu/digital/A7HM534AIUURGP85,NM012,"['Silver City', 'New Mexico']",White,female,86,(old),high school,village,West
https://search.library.wisc.edu/digital/AI47TZSULJAT4C8O,NM015,"['Silver City', 'New Mexico']",White,male,63,(old),college,village,West
https://search.library.wisc.edu/digital/ASIBQTYGL63OSR8K,NV008,"['Carson City', 'Nevada']",White,male,83,(old),grade school,rural,West
https://search.library.wisc.edu/digital/AZVJ4RCHAMWV6N9C,NY002,"['Gloversville', 'New York']",White,male,73,(old),grade school,small city,North
https://search.library.wisc.edu/digital/ADK7PQZVTMAX6E9D,NY004,"['Old Forge', 'New York']",White,male,78,(old),high school,rural,North
https://search.library.wisc.edu/digital/A65ORB7QO4SKRV8E,NY007,"['Old Forge', 'New York']",White,female,22,(young),college,rural,North
https://search.library.wisc.edu/digital/AJZS7TE2ULG7WG8X,NY025,"['Plattsburgh', 'New York']",White,female,38,(young),college,small city,New England
https://search.library.wisc.edu/digital/AAMPCGTZCABRKH8G,NY026,"['Plattsburgh', 'New York']",White,male,53,(middle-aged),high school,rural,New England
https://search.library.wisc.edu/digital/AABWW5PUZRNLND9D,NY027,"['Chateaugay', 'New York']",White,male,71,(old),grade school,rural,New England
https://search.library.wisc.edu/digital/AHT5LDTMKGKZFI82,NY028,"['Chateaugay', 'New York']",White,female,48,(middle-aged),high school,rural,New England
https://search.library.wisc.edu/digital/AQEPQZLML4BABM8B,NY030,"['Potsdam', 'New York']",White,female,68,(old),college,village,North
https://search.library.wisc.edu/digital/ADBXASEJ4SXM2P82,NY032,"['Potsdam', 'New York']",White,male,80,(old),some schooling,rural,North
https://search.library.wisc.edu/digital/A7F5RPQRV5NJIH9E,NY034,"['Brooklyn', 'New York']",White,female,63,(old),college,urban,New York City
https://search.library.wisc.edu/digital/ARIZOL3R4NHGP48E,NY035,"['Brooklyn', 'New York']",White,female,63,(old),high school,urban,New York City
https://search.library.wisc.edu/digital/AXOUEWSHZBREZU8I,NY036,"['Brooklyn', 'New York']",White,male,64,(old),high school,urban,New York City
https://search.library.wisc.edu/digital/AYBHJ3E4LFMW728P,NY037,"['Brooklyn', 'New York']",White,male,69,(old),high school,urban,New York City
https://search.library.wisc.edu/digital/AJMI355HDRAYYP8O,NY038,"['Brooklyn', 'New York']",White,female,60,(old),college,urban,New York City
https://search.library.wisc.edu/digital/ABA5JOYS5AVVNL86,NY039,"['Brooklyn', 'New York']",White,female,57,(middle-aged),grade school,urban,New York City
https://search.library.wisc.edu/digital/AU3SEOFMW6JJL283,NY040,"['Brooklyn', 'New York']",White,male,49,(middle-aged),high school,urban,New York City
https://search.library.wisc.edu/digital/ACVXBTA3S65KH49D,NY041,"['Brooklyn', 'New York']",White,female,70,(old),high school,urban,New York City
https://search.library.wisc.edu/digital/A6CIPAFUBBO2VL8Q,NY042,"['Brooklyn', 'New York']",White,male,65,(old),college,urban,New York City
https://search.library.wisc.edu/digital/AZ2OF7YXLAORRL85,NY043,"['Brooklyn', 'New York']",White,female,91,(old),grade school,urban,New York City
https://search.library.wisc.edu/digital/ACVL256HUFGLAW8G,NY044,"['Brooklyn', 'New York']",White,male,56,(middle-aged),high school,urban,New York City
https://search.library.wisc.edu/digital/AIFK3WNGEKU2VF8Q,NY045,"['Brooklyn', 'New York']",White,female,70,(old),college,urban,New York City
https://search.library.wisc.edu/digital/AASOFQHZHCET4P84,NY046,"['Brooklyn', 'New York']",White,female,50,(middle-aged),college,urban,New York City
https://search.library.wisc.edu/digital/A5FLJELKNQJJC38D,NY048,"['Brooklyn', 'New York']",White,female,68,(old),college,urban,New York City
https://search.library.wisc.edu/digital/AQLUGRUW3RJTW28M,NY049,"['Brooklyn', 'New York']",White,female,66,(old),high school,urban,New York City
https://search.library.wisc.edu/digital/AI6662CLWOCYA384,NY051,"['Brooklyn', 'New York']",White,female,57,(middle-aged),high school,urban,New York City
https://search.library.wisc.edu/digital/AIU2HEX7WZFVG78V,NY052,"['Goshen', 'New York']",White,male,73,(old),college,rural,North
https://search.library.wisc.edu/digital/ASWGLUVBM356WD84,NY053,"['Queens', 'New York']",White,female,82,(old),high school,urban,New York City
https://search.library.wisc.edu/digital/AGMO3RT2JV2YGM8U,NY054,"['Queens', 'New York']",White,female,68,(old),high school,urban,New York City
https://search.library.wisc.edu/digital/AAM4VGYEHUNX2M8B,NY055,"['Queens', 'New York']",Black,female,48,(middle-aged),high school,urban,New York City
https://search.library.wisc.edu/digital/AEIIJBLXQPUPX58C,NY057,"['Brooklyn', 'New York']",White,male,76,(old),some schooling,urban,New York City
https://search.library.wisc.edu/digital/AVXKW3UFG3NVF68X,NY059,"['Tarrytown', 'New York']",White,male,68,(old),high school,small city,North
https://search.library.wisc.edu/digital/A3476OH3F4UR3D8L,NY060,"['Queens', 'New York']",White,female,69,(old),college,urban,New York City
https://search.library.wisc.edu/digital/AQYN33EH2QRLD48T,NY061,"['Queens', 'New York']",Black,female,84,(old),grade school,urban,New York City
https://search.library.wisc.edu/digital/A6Q4RZBI5TUBHE8E,NY064,"['Queens', 'New York']",White,female,44,(middle-aged),high school,urban,New York City
https://search.library.wisc.edu/digital/AWMYTZGCMB2LRS9D,NY066,"['North Tarrytown', 'New York']",White,male,78,(old),high school,small city,North
https://search.library.wisc.edu/digital/ADEE3UZ3KBIOXD8Y,NY067,"['Manhattan', 'New York']",White,female,50,(middle-aged),college,urban,New York City
https://search.library.wisc.edu/digital/AIXKWVHH6AKO428T,NY068,"['Granville', 'New York']",White,male,80,(old),grade school,rural,New England
https://search.library.wisc.edu/digital/ALUOADVYSSYKSS84,NY069,"['White Sulphur Springs', 'New York']",White,female,72,(old),grade school,rural,North
https://search.library.wisc.edu/digital/AL77RGORNBXHHM8R,NY071,"['Valatie', 'New York']",White,male,80,(old),high school,rural,North
https://search.library.wisc.edu/digital/AWZTW3INOS7MTK8L,NY073,"['Roxbury', 'New York']",White,male,80,(old),grade school,rural,North
https://search.library.wisc.edu/digital/AWNC2ZPHFKEKFI8P,NY075,"['Oxford', 'New York']",White,male,71,(old),grade school,rural,North
https://search.library.wisc.edu/digital/ARUNLLYV3UDALH8Z,NY078,"['Corona', 'New York']",White,female,57,(middle-aged),high school,urban,New York City
https://search.library.wisc.edu/digital/A3ITOSZYT7IAON8G,NY079,"['Corona', 'New York']",White,male,64,(old),high school,urban,New York City
https://search.library.wisc.edu/digital/AZ5EX67U2TIETU82,NY080,"['Newburgh', 'New York']",White,male,56,(middle-aged),high school,small city,North
https://search.library.wisc.edu/digital/AHR4KGTAUPLJBN9A,NY081,"['Manhattan', 'New York']",White,male,20,(young),college,urban,New York City
https://search.library.wisc.edu/digital/AXXGVBYB3LOJT68T,NY082,"['Saugerties', 'New York']",White,male,64,(old),grade school,village,North
https://search.library.wisc.edu/digital/AVDLKQOA444IJQ8S,NY085,"['Millerton', 'New York']",White,male,52,(middle-aged),high school,village,North
https://search.library.wisc.edu/digital/AFRORKFYJAONYW87,NY087,"['Kingston', 'New York']",White,male,50,(middle-aged),high school,small city,North
https://search.library.wisc.edu/digital/APGWO27KDA7CKW8C,NY088,"['Warrensburg', 'New York']",White,female,52,(middle-aged),high school,village,North
https://search.library.wisc.edu/digital/AK2DMLXCPF7SVL8Z,NY089,"['Queens', 'New York']",White,female,29,(young),high school,urban,New York City
https://search.library.wisc.edu/digital/ASNGS7R5PMUSAY8P,NY090,"['Queens', 'New York']",White,female,75,(old),high school,urban,New York City
https://search.library.wisc.edu/digital/AH3N4VPXAJ7UCB9A,NY092,"['Lake Pleasant', 'New York']",White,male,56,(middle-aged),high school,rural,North
https://search.library.wisc.edu/digital/AAH45MJTHHISE28X,NY093,"['Windsor', 'New York']",White,male,54,(middle-aged),high school,village,North
https://search.library.wisc.edu/digital/ABMADTW47UF6VF87,NY094,"['Windsor', 'New York']",White,female,43,(middle-aged),high school,village,North
https://search.library.wisc.edu/digital/ARTJIS5OWBFXG28F,NY096,"['Boonville', 'New York']",White,male,74,(old),grade school,village,North
https://search.library.wisc.edu/digital/AT25F7TWGE7ZM78E,NY099,"['Fredonia', 'New York']",White,female,70,(old),college,small city,North
https://search.library.wisc.edu/digital/A3PL4Y4XGWTNWW8E,NY100,"['Fredonia', 'New York']",White,female,71,(old),college,small city,North
https://search.library.wisc.edu/digital/ADMSBZOFH2KVVU8T,NY101,"['Fredonia', 'New York']",White,male,76,(old),grade school,small city,North
https://search.library.wisc.edu/digital/AJT6OEBHVQHSD785,NY103,"['Ripley', 'New York']",White,male,82,(old),college,village,North
https://search.library.wisc.edu/digital/AKMWAH7JD6OPCD8K,NY104,"['Ripley', 'New York']",White,female,79,(old),high school,village,North
https://search.library.wisc.edu/digital/AODB2GAIWZIU7V8F,NY105,"['Gowanda', 'New York']",White,female,79,(old),high school,village,North
https://search.library.wisc.edu/digital/AO2H5HY46VRAEV8S,NY106,"['Gowanda', 'New York']",White,female,75,(old),high school,village,North
https://search.library.wisc.edu/digital/A6TRBTQCZBH5G38R,NY107,"['Geneseo', 'New York']",White,female,73,(old),college,village,North
https://search.library.wisc.edu/digital/AWGZQO3VEFF5DH8P,NY108,"['Geneseo', 'New York']",White,female,74,(old),high school,village,North
https://search.library.wisc.edu/digital/AC2N5XQ3KYYGZD9B,NY109,"['Seneca Falls', 'New York']",White,male,34,(middle-aged),high school,rural,North
https://search.library.wisc.edu/digital/ATCWWN6TNZZRMD8Y,NY111,"['Montour Falls', 'New York']",White,female,60,(old),high school,village,North
https://search.library.wisc.edu/digital/A2HRZDEKNLKD6I83,NY113,"['Montour Falls', 'New York']",White,female,72,(old),high school,village,North
https://search.library.wisc.edu/digital/AWM5QC72RX3OOJ9E,NY114,"['Wayland', 'New York']",White,male,37,(young),grade school,village,North
https://search.library.wisc.edu/digital/AMXYJTEOJUJTOS8E,NY115,"['Wayland', 'New York']",White,female,76,(old),high school,village,North
https://search.library.wisc.edu/digital/AWT2GV2YA6YVAO9C,NY116,"['Wayland', 'New York']",White,female,75,(old),grade school,rural,North
https://search.library.wisc.edu/digital/AB67CJHF2J4JWU9B,NY118,"['Bronx', 'New York']",White,male,27,(young),college,urban,New York City
https://search.library.wisc.edu/digital/AHLE34Y6NNBUTW8R,NY120,"['Skaneateles', 'New York']",White,female,64,(old),college,village,North
https://search.library.wisc.edu/digital/AI5XKU64FRS6PJ8X,NY121,"['Skaneateles', 'New York']",White,female,40,(middle-aged),college,village,North
https://search.library.wisc.edu/digital/ARSWYISHW2Q2T28V,NY122,"['Skaneateles', 'New York']",White,male,44,(middle-aged),high school,rural,North
https://search.library.wisc.edu/digital/AC3AT3TW566EL28B,NY123,"['Owego', 'New York']",White,female,52,(middle-aged),college,village,North
https://search.library.wisc.edu/digital/AGS5UIHH67COMX9B,NY124,"['Brooklyn', 'New York']",White,male,48,(middle-aged),college,urban,New York City
https://search.library.wisc.edu/digital/AN2KUWYKYBBMWT8V,NY126,"['Schoharie', 'New York']",White,female,67,(old),high school,village,North
https://search.library.wisc.edu/digital/AUB52EQG72MI7B8D,NY129,"['Buffalo', 'New York']",,,,,,,North
https://search.library.wisc.edu/digital/AHMYSS24VPNWH683,NY131,"['Buffalo', 'New York']",,,,,,,North
https://search.library.wisc.edu/digital/AXUNSM2HHF72S28Z,NY139,"['Wellsville', 'New York']",White,female,81,(old),college,village,North
https://search.library.wisc.edu/digital/AZFIXLZFX5S7YV87,NY141,"['Fayetteville', 'New York']",White,female,58,(middle-aged),college,village,North
https://search.library.wisc.edu/digital/ADJBOSKMXMJS4V8X,NY144,"['Fayetteville', 'New York']",White,female,39,(young),college,village,North
https://search.library.wisc.edu/digital/AN4IB55SKZC6UZ8X,NY150,"['Oswego', 'New York']",White,male,72,(old),grade school,rural,North
https://search.library.wisc.edu/digital/AHR22ARNQRAQ4A8Z,NY153,"['Palmyra', 'New York']",White,female,79,(old),grade school,village,North
https://search.library.wisc.edu/digital/AJVTGPMNLD2ORX9B,NY159,"['Homer', 'New York']",White,male,79,(old),grade school,rural,North
